trip_uid,stop_id,track,arrival_time,departure_time,last_observed,marked_past
1756180800_7..S,701S,1,,1756195226,1756195249,1756195255
1756180800_7..S,702S,1,1756195533,1756195553,1756195453,1756195456
1756180800_7..S,705S,1,1756195529,1756195549,1756195549,1756195555
1756180800_7..S,706S,1,1756195603,1756195623,1756195630,1756195633
1756180800_7..S,707S,1,1756195678,1756195698,1756195711,1756195714
1756180800_7..S,708S,1,1756195758,1756195778,1756195786,1756195789
1756180800_7..S,709S,1,1756195837,1756195857,1756195861,1756195864
1756180800_7..S,710S,1,1756195825,1756195845,1756195960,1756195963
1756180800_7..S,712S,M,1756196035,1756196055,1756196071,1756196074
1756180800_7..S,714S,M,1756196182,1756196202,1756196200,1756196203
1756180800_7..S,715S,M,1756196236,1756196256,1756196266,1756196269
1756180800_7..S,716S,M,1756196313,1756196333,1756196344,1756196350
1756180800_7..S,718S,1,1756196431,1756196451,1756196473,1756196476
1756180800_7..S,719S,1,1756196664,1756196684,1756196596,1756196599
1756180800_7..S,720S,1,1756196657,1756196677,1756196743,1756196746
1756180800_7..S,721S,1,1756196779,1756196799,1756196824,1756196830
1756180800_7..S,723S,1,1756197023,1756197043,1756197049,1756197055
1756180800_7..S,724S,1,1756197097,1756197117,1756197133,1756197136
1756180800_7..S,725S,1,1756197184,1756197204,1756197244,1756197250
1756180800_7..S,726S,2,1756197368,,1756197400,1756197403
1756180920_5..S32R,501S,1,,1756195320,1756195324,1756195330
1756180920_5..S32R,502S,1,1756195434,1756195434,1756195453,1756195456
1756180920_5..S32R,503S,1,1756195555,1756195555,1756195573,1756195576
1756180920_5..S32R,504S,1,1756195684,1756195684,1756195705,1756195708
1756180920_5..S32R,505S,1,1756195771,1756195771,1756195789,1756195795
1756180920_5..S32R,213S,M,1756195946,,1756195996,1756195999
1756180980_5..N32R,213N,M,,1756195380,1756195405,1756195408
1756180980_5..N32R,505N,2,1756195577,1756195577,1756195591,1756195594
1756180980_5..N32R,504N,2,1756195663,1756195663,1756195684,1756195690
1756180980_5..N32R,503N,2,1756195791,1756195791,1756195804,1756195810
1756180980_5..N32R,502N,2,1756195907,1756195907,1756195921,1756195924
1756180980_5..N32R,501N,1,1756196021,,1756196086,1756196089
1756181070_3..S88R,301S,4,,1756195470,1756195483,1756195486
1756181070_3..S88R,302S,1,1756195575,1756195575,1756195579,1756195585
1756181070_3..S88R,224S,2,1756195672,1756195672,1756195690,1756195693
1756181070_3..S88R,225S,2,1756195775,1756195775,1756195783,1756195786
1756181070_3..S88R,226S,2,1756195885,1756195885,1756195918,1756195921
1756181070_3..S88R,227S,2,1756195972,1756195972,1756195984,1756195990
1756181070_3..S88R,120S,2,1756196206,1756196206,1756196209,1756196215
1756181070_3..S88R,123S,2,1756196326,1756196476,1756196410,1756196413
1756181070_3..S88R,127S,2,1756196587,1756196737,1756196650,1756196653
1756181070_3..S88R,128S,2,1756196790,,1756196839,1756196845
1756181100_7..N,726N,1,,1756195677,1756195711,1756195714
1756181100_7..N,725N,2,1756195807,1756195827,1756195864,1756195870
1756181100_7..N,724N,2,1756195906,1756195926,1756195948,1756195951
1756181100_7..N,723N,2,1756195865,1756195885,1756196113,1756196116
1756181100_7..N,721N,1,1756196387,1756196407,1756196359,1756196365
1756181100_7..N,720N,1,1756196381,1756196401,1756196419,1756196425
1756181100_7..N,719N,2,1756196490,1756196510,1756196566,1756196569
1756181100_7..N,718N,2,1756196652,1756196672,1756196731,1756196734
1756181100_7..N,716N,2,1756196907,1756196927,1756196854,1756196860
1756181100_7..N,715N,2,1756196900,1756196920,1756196935,1756196938
1756181100_7..N,714N,2,1756196973,1756196993,1756197010,1756197013
1756181100_7..N,713N,2,1756197048,1756197068,1756197088,1756197091
1756181100_7..N,712N,2,1756197292,1756197312,1756197250,1756197253
1756181100_7..N,711N,2,1756197297,1756197317,1756197334,1756197340
1756181100_7..N,710N,2,1756197463,1756197483,1756197409,1756197415
1756181100_7..N,709N,2,1756197546,1756197566,1756197493,1756197496
1756181100_7..N,708N,2,1756197538,1756197558,1756197571,1756197574
1756181100_7..N,707N,2,1756197618,1756197638,1756197646,1756197649
1756181100_7..N,706N,2,1756197696,1756197716,1756197691,1756197694
1756181100_7..N,705N,2,1756197844,1756197864,1756197769,1756197775
1756181100_7..N,702N,2,1756197842,1756197862,1756197880,1756197883
1756181100_7..N,701N,2,1756197996,,1756198030,1756198033
1756181130_1..S03R,101S,4,,1756195530,1756195546,1756195549
1756181130_1..S03R,103S,1,1756195631,1756195631,1756195645,1756195648
1756181130_1..S03R,104S,1,1756195721,1756195721,1756195729,1756195735
1756181130_1..S03R,106S,1,1756195803,1756195803,1756195816,1756195819
1756181130_1..S03R,107S,1,1756195896,1756195896,1756195909,1756195915
1756181130_1..S03R,108S,1,1756195975,1756195975,1756195984,1756195990
1756181130_1..S03R,109S,1,1756196062,1756196062,1756196074,1756196080
1756181130_1..S03R,110S,1,1756196151,1756196151,1756196164,1756196170
1756181130_1..S03R,111S,1,1756196244,1756196244,1756196260,1756196263
1756181130_1..S03R,112S,1,1756196362,1756196362,1756196374,1756196380
1756181130_1..S03R,113S,1,1756196460,1756196460,1756196473,1756196476
1756181130_1..S03R,114S,1,1756196568,1756196568,1756196584,1756196590
1756181130_1..S03R,115S,1,1756196658,1756196658,1756196689,1756196695
1756181130_1..S03R,116S,1,1756196774,1756196774,1756196788,1756196791
1756181130_1..S03R,117S,1,1756196883,1756196883,1756196896,1756196899
1756181130_1..S03R,118S,1,1756196955,1756196955,1756196968,1756196971
1756181130_1..S03R,119S,1,1756197033,1756197033,1756197046,1756197049
1756181130_1..S03R,120S,1,1756197134,1756197134,1756197154,1756197160
1756181130_1..S03R,121S,1,1756197228,1756197228,1756197241,1756197244
1756181130_1..S03R,122S,1,1756197308,1756197308,1756197319,1756197325
1756181130_1..S03R,123S,1,1756197394,1756197394,1756197406,1756197409
1756181130_1..S03R,124S,1,1756197472,1756197472,1756197484,1756197490
1756181130_1..S03R,125S,1,1756197551,1756197551,1756197565,1756197568
1756181130_1..S03R,126S,1,1756197645,1756197645,1756197658,1756197661
1756181130_1..S03R,127S,1,1756197789,1756197789,1756197946,1756197949
1756181130_1..S03R,128S,1,1756198018,1756198018,1756198036,1756198039
1756181130_1..S03R,129S,1,1756198090,1756198090,1756198099,1756198105
1756181130_1..S03R,130S,1,1756198155,1756198155,1756198165,1756198168
1756181130_1..S03R,131S,1,1756198222,1756198222,1756198234,1756198240
1756181130_1..S03R,132S,1,1756198291,1756198291,1756198303,1756198306
1756181130_1..S03R,133S,1,1756198371,1756198371,1756198381,1756198384
1756181130_1..S03R,134S,1,1756198450,1756198450,1756198459,1756198465
1756181130_1..S03R,135S,1,1756198532,1756198532,1756198540,1756198543
1756181130_1..S03R,136S,1,1756198597,1756198597,1756198609,1756198615
1756181130_1..S03R,137S,1,1756198638,1756198758,1756198684,1756198690
1756181130_1..S03R,138S,1,1756198746,1756198746,1756198759,1756198765
1756181130_1..S03R,139S,1,1756198829,1756198829,1756198840,1756198843
1756181130_1..S03R,142S,4,1756198921,,1756198981,1756198984
1756181340_2..S08R,201S,3,,1756195740,1756195723,1756195726
1756181340_2..S08R,204S,2,1756195813,1756195813,1756195831,1756195834
1756181340_2..S08R,205S,2,1756195902,1756195902,1756195921,1756195924
1756181340_2..S08R,206S,2,1756195987,1756195987,1756196005,1756196008
1756181340_2..S08R,207S,2,1756196060,1756196060,1756196074,1756196080
1756181340_2..S08R,208S,2,1756196155,1756196155,1756196170,1756196173
1756181340_2..S08R,209S,2,1756196241,1756196241,1756196263,1756196266
1756181340_2..S08R,210S,2,1756196329,1756196329,1756196344,1756196350
1756181340_2..S08R,211S,2,1756196431,1756196431,1756196446,1756196449
1756181340_2..S08R,212S,2,1756196538,1756196538,1756196554,1756196560
1756181340_2..S08R,213S,2,1756196671,1756196671,1756196698,1756196701
1756181340_2..S08R,214S,2,1756196794,1756196794,1756196821,1756196824
1756181340_2..S08R,215S,2,1756196907,1756196907,1756196929,1756196935
1756181340_2..S08R,216S,2,1756197009,1756197009,1756197025,1756197028
1756181340_2..S08R,217S,2,1756197131,1756197131,1756197160,1756197163
1756181340_2..S08R,218S,2,1756197209,1756197209,1756197226,1756197229
1756181340_2..S08R,219S,2,1756197287,1756197287,1756197304,1756197310
1756181340_2..S08R,220S,2,1756197379,1756197379,1756197400,1756197403
1756181340_2..S08R,221S,2,1756197498,1756197498,1756197520,1756197523
1756181340_2..S08R,222S,2,1756197606,1756197606,1756197625,1756197628
1756181340_2..S08R,224S,2,1756197781,1756197781,1756197799,1756197805
1756181340_2..S08R,225S,2,1756197883,1756197883,1756197904,1756197910
1756181340_2..S08R,226S,2,1756198024,1756198024,1756198066,1756198069
1756181340_2..S08R,227S,2,1756198118,1756198118,1756198144,1756198150
1756181340_2..S08R,120S,1,1756198393,1756198393,1756198429,1756198435
1756181340_2..S08R,121S,1,1756198500,1756198500,1756198519,1756198525
1756181340_2..S08R,122S,1,1756198587,1756198587,1756198603,1756198606
1756181340_2..S08R,123S,1,1756198683,1756198683,1756198705,1756198708
1756181340_2..S08R,124S,1,1756198771,1756198771,1756198789,1756198795
1756181340_2..S08R,125S,1,1756198857,1756198857,1756198879,1756198885
1756181340_2..S08R,126S,1,1756198957,1756198957,1756198969,1756198975
1756181340_2..S08R,127S,1,1756199100,1756199100,1756199131,1756199134
1756181340_2..S08R,128S,1,1756199199,1756199199,1756199218,1756199221
1756181340_2..S08R,129S,1,1756199271,1756199271,1756199290,1756199293
1756181340_2..S08R,130S,1,1756199341,1756199341,1756199356,1756199359
1756181340_2..S08R,131S,1,1756199412,1756199412,1756199431,1756199434
1756181340_2..S08R,132S,1,1756199486,1756199486,1756199503,1756199506
1756181340_2..S08R,133S,1,1756199566,1756199566,1756199578,1756199581
1756181340_2..S08R,134S,1,1756199645,1756199645,1756199659,1756199665
1756181340_2..S08R,135S,1,1756199728,1756199728,1756199743,1756199746
1756181340_2..S08R,136S,1,1756199796,1756199796,1756199809,1756199815
1756181340_2..S08R,137S,2,1756199914,1756199914,1756199950,1756199954
1756181340_2..S08R,228S,2,1756200014,1756200014,1756200044,1756200046
1756181340_2..S08R,229S,2,1756200139,1756200139,1756200166,1756200169
1756181340_2..S08R,230S,2,1756200217,1756200217,1756200235,1756200239
1756181340_2..S08R,231S,2,1756200414,1756200414,1756200436,1756200439
1756181340_2..S08R,232S,2,1756200503,1756200503,1756200524,1756200526
1756181340_2..S08R,233S,1,1756200596,1756200596,1756200614,1756200616
1756181340_2..S08R,234S,1,1756200689,1756200689,1756200719,1756200721
1756181340_2..S08R,235S,1,1756200776,1756200776,1756200799,1756200805
1756181340_2..S08R,236S,1,1756200855,1756200855,1756200871,1756200874
1756181340_2..S08R,237S,1,1756200950,1756200950,1756200970,1756200974
1756181340_2..S08R,238S,1,1756201048,1756201048,1756201069,1756201075
1756181340_2..S08R,239S,1,1756201149,1756201149,1756201174,1756201180
1756181340_2..S08R,241S,2,1756201310,1756201310,1756201336,1756201339
1756181340_2..S08R,242S,2,1756201398,1756201398,1756201414,1756201420
1756181340_2..S08R,243S,2,1756201487,1756201487,1756201504,1756201510
1756181340_2..S08R,244S,2,1756201550,1756201910,1756201606,1756201609
1756181340_2..S08R,245S,2,1756201677,1756201677,1756201696,1756201699
1756181340_2..S08R,246S,2,1756201758,1756201758,1756201774,1756201780
1756181340_2..S08R,247S,3,1756201878,,1756201930,1756201934
1756181370_4..S13X049,401S,1,,1756195770,1756195765,1756195768
1756181370_4..S13X049,402S,1,1756195857,1756195857,1756195888,1756195891
1756181370_4..S13X049,405S,1,1756196002,1756196002,1756196014,1756196020
1756181370_4..S13X049,406S,1,1756196102,1756196102,1756196119,1756196125
1756181370_4..S13X049,407S,1,1756196187,1756196187,1756196203,1756196206
1756181370_4..S13X049,408S,1,1756196264,1756196264,1756196284,1756196290
1756181370_4..S13X049,409S,1,1756196361,1756196361,1756196380,1756196383
1756181370_4..S13X049,410S,1,1756196446,1756196446,1756196470,1756196473
1756181370_4..S13X049,411S,1,1756196523,1756196523,1756196539,1756196545
1756181370_4..S13X049,412S,1,1756196603,1756196603,1756196620,1756196623
1756181370_4..S13X049,413S,1,1756196689,1756196689,1756196710,1756196713
1756181370_4..S13X049,414S,1,1756196804,1756196804,1756196833,1756196836
1756181370_4..S13X049,415S,1,1756196959,1756196959,1756196983,1756196986
1756181370_4..S13X049,416S,1,1756197068,1756197068,1756197085,1756197088
1756181370_4..S13X049,621S,1,1756197191,1756197191,1756197259,1756197265
1756181370_4..S13X049,626S,2,1756197486,1756197486,1756197514,1756197520
1756181370_4..S13X049,629S,2,1756197673,1756197673,1756197721,1756197724
1756181370_4..S13X049,631S,2,1756197867,1756197867,1756197919,1756197925
1756181370_4..S13X049,635S,2,1756198082,1756198082,1756198111,1756198114
